basin.id,bfi_avg
1,0.577912843
2,0.590381922
3,0.408287445
4,0.604573001
5,0.456164
6,0.625082991
7,0.638297171
8,0.620403406
9,0.573340683
10,0.728393873
11,0.704937605
12,0.734366931
13,0.785083474
14,0.612144363
15,0.728546461
16,0.493998131
17,0.722791003
18,0.596634454
19,0.630165829
20,0.661419031
21,0.725131938
22,0.691776666
23,0.743837199
24,0.564107307
25,0.678027761
26,0.570502036
27,0.766877157
28,0.63969975
29,0.743595204
30,0.706489483
31,0.703995966
32,0.666487807
33,0.723455617
34,0.775516753
35,0.653142858
36,0.664926301
37,0.633303273
38,0.478584552
39,0.598107178
40,0.703512439
41,0.638272902
42,0.6124818
43,0.642627068
44,0.64663534
45,0.691887488
46,0.662689903
47,0.624074285
48,0.625695625
49,0.569837082
50,0.687181393
51,0.475265905
52,0.526272419
53,0.569005518
54,0.66315641
55,0.605588078
56,0.615381356
57,0.673393843
58,0.761392759
59,0.567980507
60,0.513324991
61,0.582710836
62,0.690477934
63,0.499432443
64,0.644477465
65,0.505892766
66,0.65542468
67,0.475494533
68,0.734244534
69,0.663216136
70,0.628574048
71,0.541869624
72,0.698162502
73,0.653538838
74,0.6121194
75,0.54367565
76,0.714141244
77,0.62019126
78,0.381591241
79,0.68950209
80,0.434739234
81,0.430700157
82,0.437815902
83,0.479632767
84,0.582675379
85,0.743355157
86,0.477617975
87,0.724649468
88,0.510345143
89,0.726556203
90,0.610189659
91,0.341071265
92,0.797913111
93,0.38128777
94,0.337082536
95,0.454599998
96,0.465324272
97,0.646325927
98,0.387455442
99,0.352784919
100,0.376137292
101,0.442558134
102,0.430312921
103,0.410248931
104,0.460552926
105,0.475442093
106,0.549145095
107,0.335451495
108,0.400649074
109,0.509446475
110,0.567285996
111,0.51618557
112,0.339309069
113,0.350330905
114,0.427001938
115,0.571393809
116,0.553808266
117,0.474002289
118,0.336627234
119,0.548826636
120,0.387435034
121,0.442825075
122,0.389053888
123,0.441373541
124,0.359759317
125,0.62080372
126,0.479119864
127,0.668599046
128,0.417227824
129,0.599474922
130,0.571903978
131,0.597103533
132,0.519594061
133,0.633456825
134,0.607585911
135,0.623973983
136,0.56905174
137,0.554709386
138,0.559546713
139,0.638963899
140,0.558909253
141,0.480354576
142,0.663653236
143,0.649326905
144,0.369957814
145,0.449166187
146,0.499380437
147,0.347197711
148,0.616415433
149,0.672543418
150,0.612447276
151,0.611948202
152,0.598108464
153,0.625172562
154,0.590984118
155,0.576790914
156,0.711097173
157,0.61014455
158,0.484065651
159,0.640829264
160,0.624289573
161,0.661019899
162,0.637300477
163,0.670401197
164,0.607121502
165,0.655039801
166,0.719809519
167,0.553988438
168,0.69180713
169,0.438432426
170,0.556111741
171,0.599431901
172,0.672770634
173,0.554490499
174,0.703052336
175,0.610787762
176,0.416818397
177,0.551373603
178,0.612195885
179,0.673808242
180,0.588939458
181,0.541032795
182,0.740656188
183,0.773334487
184,0.382005
185,0.344953695
186,0.518873243
187,0.640971927
188,0.663539011
189,0.418764445
190,0.515240733
191,0.398062724
192,0.655731337
193,0.312610988
194,0.390968267
195,0.52159936
196,0.258459298
197,0.680057033
198,0.416652391
199,0.43091125
200,0.598302479
201,0.500650026
202,0.396100535
203,0.354353273
204,0.371883128
205,0.368935789
206,0.548484596
207,0.665731126
208,0.391172762
209,0.327156577
210,0.273037946
211,0.507051147
212,0.664861477
213,0.686501534
214,0.401326792
215,0.502193711
216,0.612447276
217,0.558753375
218,0.534117701
219,0.358523072
220,0.725837431
221,0.434754016
222,0.697520861
223,0.510875645
224,0.381863638
225,0.33567381
226,0.529518673
227,0.715171416
228,0.439728113
229,0.681138804
230,0.510216476
231,0.456215458
232,0.603736046
233,0.580604265
234,0.612447276
235,0.434567098
